,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,learning_rate,max_depth,max_features,min_samples_split,n_estimators
179,RF,0.25,0.6316666666666667,1.0,0.21153539236312732,,False,,,,9,35,10,
178,RF,0.25,0.6566666666666667,1.0,0.20925794820959345,,False,,,,9,35,7,
3,AB,0.4,0.71,1.0,0.21540659228538014,,,,,1.0,,,,250
4,AB,0.4,0.6849999999999999,1.0,0.2236626924634504,,,,,1.0,,,,300
176,RF,0.25,0.6316666666666667,1.0,0.21153539236312732,,False,,,,9,35,3,
175,RF,0.25,0.5983333333333334,1.0,0.22894079778162932,,False,,,,9,35,2,
5,AB,0.5,0.6716666666666666,1.0,0.18043927879852917,,,,,1.5,,,,100
174,RF,0.25,0.6233333333333333,1.0,0.23048258550750036,,False,,,,9,30,10,
13,AB,0.25,0.6716666666666666,1.0,0.21226948281213984,,,,,2.0,,,,250
12,AB,0.25,0.6383333333333334,1.0,0.18212480458313315,,,,,2.0,,,,200
155,RF,0.25,0.6233333333333333,1.0,0.23048258550750036,,True,,,,,40,2,
144,RF,0.25,0.6566666666666666,1.0,0.20925794820959345,,True,,,,,25,10,
22,AB,0.0,0.5366666666666667,1.0,0.3161223391874312,,,,,3,,,,200
14,AB,0.25,0.6183333333333334,1.0,0.1957109546698339,,,,,2.0,,,,300
148,RF,0.25,0.6566666666666666,1.0,0.20925794820959345,,True,,,,,30,7,
24,AB,0.25,0.5733333333333334,1.0,0.20168732676541126,,,,,3,,,,300
147,RF,0.25,0.6766666666666666,1.0,0.23048258550750036,,True,,,,,30,5,
146,RF,0.25,0.6900000000000001,1.0,0.17953644012660308,,True,,,,,30,3,
145,RF,0.25,0.665,1.0,0.23891537320891587,,True,,,,,30,2,
143,RF,0.25,0.6566666666666667,1.0,0.20925794820959345,,True,,,,,25,7,
150,RF,0.25,0.6766666666666666,1.0,0.23048258550750036,,True,,,,,35,2,
142,RF,0.25,0.7233333333333334,1.0,0.20168732676541126,,True,,,,,25,5,
25,AB,0.25,0.5683333333333334,1.0,0.1874462886031919,,,,,3.5,,,,100
141,RF,0.5,0.7350000000000001,1.0,0.15118972628235472,,True,,,,,25,3,
140,RF,0.25,0.6766666666666666,1.0,0.23048258550750036,,True,,,,,25,2,
26,AB,0.25,0.5883333333333334,1.0,0.20000694432388538,,,,,3.5,,,,150
27,AB,0.0,0.45,1.0,0.2599145158615724,,,,,3.5,,,,200
30,AB,0.2,0.52,1.0,0.23163668870788917,,,,,4.0,,,,100
21,AB,0.0,0.5266666666666666,1.0,0.341418609139377,,,,,3,,,,150
23,AB,0.0,0.5483333333333333,1.0,0.2801239804880054,,,,,3,,,,250
151,RF,0.25,0.685,1.0,0.20942381271797467,,True,,,,,35,3,
19,AB,0.0,0.6366666666666667,1.0,0.30675723300355934,,,,,2.5,,,,300
18,AB,0.0,0.5983333333333334,1.0,0.27319610376268383,,,,,2.5,,,,250
16,AB,0.4,0.6833333333333333,1.0,0.1909042808436847,,,,,2.5,,,,150
152,RF,0.25,0.6233333333333333,1.0,0.23048258550750036,,True,,,,,35,5,
20,AB,0.0,0.5366666666666667,1.0,0.34048984321611314,,,,,3,,,,100
15,AB,0.3333333333333333,0.61,1.0,0.18427033281447006,,,,,2.5,,,,100
153,RF,0.25,0.6366666666666667,1.0,0.2040969268645551,,True,,,,,35,7,
49,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,True,,,,9,30,10,
80,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,True,,,,5,40,2,
35,RF,0.25,0.625,0.8,0.14986104675109319,,True,,,,9,20,2,
36,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,9,20,3,
62,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,5,20,5,
34,AB,0.0,0.5216666666666667,0.8,0.2571262119833155,,,,,4.0,,,,300
64,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,5,20,10,
86,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,3,20,3,
56,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,9,40,3,
65,RF,0.25,0.625,0.8,0.14986104675109319,,True,,,,5,25,2,
79,RF,0.25,0.6450000000000001,0.8,0.15829824172533735,,True,,,,5,35,10,
55,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,True,,,,9,40,2,
41,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,9,25,3,
68,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,5,25,7,
17,AB,0.25,0.555,0.8,0.18723870682455945,,,,,2.5,,,,200
45,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,9,30,2,
85,RF,0.5,0.6700000000000002,0.8,0.10456258094238749,,True,,,,3,20,2,
223,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,3,30,7,
125,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,2,35,2,
123,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,30,7,
241,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,25,3,
116,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,25,3,
242,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,25,5,
149,RF,0.25,0.6233333333333333,0.8,0.21241991955139758,,True,,,,,30,10,
117,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,2,25,5,
245,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,30,2,
118,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,25,7,
252,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,35,5,
119,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,25,10,
255,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,False,,,,2,40,2,
256,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,40,3,
284,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,False,,,,,40,10,
282,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,,40,5,
280,RF,0.25,0.5783333333333334,0.8,0.1998680120034775,,False,,,,,40,2,
237,RF,0.25,0.5833333333333333,0.8,0.19336206683030902,,False,,,,2,20,5,
279,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,,35,10,
126,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,True,,,,2,35,3,
273,RF,0.25,0.5783333333333334,0.8,0.1998680120034775,,False,,,,,30,7,
129,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,2,35,10,
132,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,40,5,
133,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,40,7,
266,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,False,,,,,25,3,
263,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,,20,7,
262,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,,20,5,
137,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,,20,5,
260,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,False,,,,,20,2,
138,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,,20,7,
139,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,,20,10,
257,RF,0.25,0.5833333333333333,0.8,0.19336206683030902,,False,,,,2,40,5,
239,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,20,10,
115,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,25,2,
224,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,3,30,10,
186,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,5,20,3,
200,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,5,35,2,
177,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,9,35,5,
90,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,3,25,2,
91,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,3,25,3,
94,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,3,25,10,
95,RF,0.25,0.6700000000000002,0.8,0.1530795000427338,,True,,,,3,30,2,
98,RF,0.25,0.6450000000000001,0.8,0.15829824172533735,,True,,,,3,30,7,
204,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,5,35,10,
213,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,3,20,7,
164,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,9,20,10,
222,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,3,30,5,
236,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,20,3,
158,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,,40,7,
225,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,3,35,2,
103,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,3,35,7,
235,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,False,,,,2,20,2,
234,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,False,,,,3,40,10,
113,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,2,20,7,
232,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,False,,,,3,40,5,
154,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,,35,10,
110,RF,0.25,0.6033333333333333,0.8,0.20409692686455513,,True,,,,2,20,2,
157,RF,0.25,0.6366666666666667,0.8,0.18345450541089353,,True,,,,,40,5,
108,RF,0.25,0.6116666666666667,0.8,0.18334090893439164,,True,,,,3,40,7,
226,RF,0.25,0.5783333333333334,0.8,0.1998680120034775,,False,,,,3,35,3,
28,AB,0.4,0.5900000000000001,0.75,0.12543258481484518,,,,,3.5,,,,250
31,AB,0.0,0.515,0.75,0.2244066249764773,,,,,4.0,,,,150
432,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1000,,0.5,rbf,,,,,
434,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1000,,0.1,rbf,,,,,
412,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,1,rbf,,,,,
430,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1000,,1,rbf,,,,,
414,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,0.5,rbf,,,,,
416,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,0.1,rbf,,,,,
344,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,,,
398,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,0.1,rbf,,,,,
376,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,1,rbf,,,,,
340,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,,,
326,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,,,
324,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,,,
356,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,5,,0.0001,rbf,,,,,
322,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,,,
358,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,1,rbf,,,,,
360,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,0.5,rbf,,,,,
362,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,0.1,rbf,,,,,
300,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.0005,rbf,,,,,
298,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.001,rbf,,,,,
374,SVM,0.3333333333333333,0.5466666666666666,0.6666666666666666,0.09568466729604881,10,,0.0001,rbf,,,,,
302,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.0001,rbf,,,,,
296,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.005,rbf,,,,,
294,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.01,rbf,,,,,
396,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,0.5,rbf,,,,,
342,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,,,
394,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,1,rbf,,,,,
286,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,,,
288,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,,,
290,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,,,
378,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,0.5,rbf,,,,,
292,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.05,rbf,,,,,
380,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,0.1,rbf,,,,,
29,AB,0.0,0.41000000000000003,0.6,0.1680277754817141,,,,,3.5,,,,300
316,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.001,rbf,,,,,
320,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.0001,rbf,,,,,
310,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.05,rbf,,,,,
308,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,,,
306,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,,,
304,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,,,
336,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,1,,0.0005,rbf,,,,,
338,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,1,,0.0001,rbf,,,,,
318,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.0005,rbf,,,,,
