,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,learning_rate,max_depth,max_features,min_samples_split,n_estimators
237,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,False,,,,2,20,5,
144,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,,25,10,
173,RF,0.25,0.5850000000000001,1.0,0.21232182072400274,,False,,,,9,30,7,
142,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,,25,5,
78,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,35,7,
48,RF,0.2,0.5733333333333334,1.0,0.2714365078204805,,True,,,,9,30,7,
49,RF,0.2,0.545,1.0,0.28858370632375546,,True,,,,9,30,10,
50,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,35,2,
51,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,35,3,
52,RF,0.25,0.605,1.0,0.2574501030404835,,True,,,,9,35,5,
53,RF,0.2,0.565,1.0,0.2847464759317586,,True,,,,9,35,7,
54,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,35,10,
55,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,9,40,2,
56,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,40,3,
57,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,40,5,
58,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,9,40,7,
59,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,40,10,
60,RF,0.25,0.59,1.0,0.25090945688745087,,True,,,,5,20,2,
61,RF,0.25,0.5399999999999999,1.0,0.26354421935522615,,True,,,,5,20,3,
62,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,5,20,5,
63,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,20,7,
64,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,20,10,
65,RF,0.25,0.655,1.0,0.24754909726265528,,True,,,,5,25,2,
66,RF,0.25,0.5966666666666667,1.0,0.19871811414385174,,True,,,,5,25,3,
67,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,25,5,
68,RF,0.2,0.565,1.0,0.2847464759317586,,True,,,,5,25,7,
69,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,25,10,
70,RF,0.25,0.605,1.0,0.2574501030404835,,True,,,,5,30,2,
71,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,5,30,3,
72,RF,0.25,0.5566666666666666,1.0,0.21359359124801056,,True,,,,5,30,5,
73,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,30,7,
74,RF,0.25,0.5566666666666666,1.0,0.21359359124801056,,True,,,,5,30,10,
75,RF,0.25,0.565,1.0,0.27033415536249866,,True,,,,5,35,2,
76,RF,0.25,0.58,1.0,0.2695469449939204,,True,,,,5,35,3,
47,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,9,30,5,
46,RF,0.25,0.5733333333333333,1.0,0.2745906043549196,,True,,,,9,30,3,
45,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,9,30,2,
27,AB,0.25,0.6133333333333333,1.0,0.25185974933151456,,,,,3.5,,,,200
6,AB,0.3333333333333333,0.6516666666666666,1.0,0.17911045629877545,,,,,1.5,,,,150
7,AB,0.3333333333333333,0.6216666666666667,1.0,0.1891574887641395,,,,,1.5,,,,200
9,AB,0.3333333333333333,0.6266666666666667,1.0,0.1810770247405476,,,,,1.5,,,,300
10,AB,0.25,0.6366666666666667,1.0,0.24919871588754225,,,,,2.0,,,,100
11,AB,0.25,0.6233333333333333,1.0,0.20819328626169584,,,,,2.0,,,,150
12,AB,0.0,0.615,1.0,0.3294313282005827,,,,,2.0,,,,200
13,AB,0.25,0.5733333333333334,1.0,0.23060307408570638,,,,,2.0,,,,250
15,AB,0.0,0.6266666666666667,1.0,0.2779088579612628,,,,,2.5,,,,100
16,AB,0.3333333333333333,0.6266666666666667,1.0,0.1810770247405476,,,,,2.5,,,,150
17,AB,0.4,0.7016666666666667,1.0,0.18400634047046674,,,,,2.5,,,,200
18,AB,0.2,0.6733333333333335,1.0,0.22138453223093774,,,,,2.5,,,,250
19,AB,0.0,0.6716666666666666,1.0,0.2646853477873933,,,,,2.5,,,,300
21,AB,0.25,0.5066666666666666,1.0,0.21450200724261556,,,,,3,,,,150
30,AB,0.4,0.6100000000000001,1.0,0.1556705923844749,,,,,4.0,,,,100
44,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,25,10,
31,AB,0.4,0.6483333333333333,1.0,0.20688832199468818,,,,,4.0,,,,150
32,AB,0.4,0.655,1.0,0.16296727687892848,,,,,4.0,,,,200
33,AB,0.4,0.68,1.0,0.19218047073866099,,,,,4.0,,,,250
34,AB,0.25,0.6100000000000001,1.0,0.19165942015286735,,,,,4.0,,,,300
35,RF,0.25,0.5466666666666666,1.0,0.21599897119096553,,True,,,,9,20,2,
36,RF,0.25,0.58,1.0,0.2695469449939204,,True,,,,9,20,3,
37,RF,0.25,0.5266666666666666,1.0,0.21936777845030528,,True,,,,9,20,5,
38,RF,0.25,0.535,1.0,0.22601007843801027,,True,,,,9,20,7,
39,RF,0.2,0.5566666666666666,1.0,0.23156472577277876,,True,,,,9,20,10,
40,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,25,2,
41,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,9,25,3,
42,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,9,25,5,
141,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,True,,,,,25,3,
77,RF,0.2,0.6066666666666667,1.0,0.299833287011299,,True,,,,5,35,5,
43,RF,0.2,0.59,1.0,0.26637484032009395,,True,,,,9,25,7,
79,RF,0.25,0.565,1.0,0.27033415536249866,,True,,,,5,35,10,
110,RF,0.25,0.5599999999999999,1.0,0.25972207367791356,,True,,,,2,20,2,
112,RF,0.2,0.59,1.0,0.26637484032009395,,True,,,,2,20,5,
113,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,True,,,,2,20,7,
114,RF,0.25,0.6433333333333333,1.0,0.26969118141558385,,True,,,,2,20,10,
115,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,25,2,
116,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,25,3,
117,RF,0.25,0.605,1.0,0.2574501030404835,,True,,,,2,25,5,
118,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,2,25,7,
119,RF,0.2,0.565,1.0,0.2847464759317586,,True,,,,2,25,10,
120,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,30,2,
121,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,2,30,3,
122,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,30,5,
123,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,30,7,
124,RF,0.25,0.635,1.0,0.24306492045450645,,True,,,,2,30,10,
125,RF,0.25,0.5516666666666667,1.0,0.19978460623603833,,True,,,,2,35,2,
126,RF,0.25,0.59,1.0,0.25090945688745087,,True,,,,2,35,3,
127,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,True,,,,2,35,5,
128,RF,0.25,0.58,1.0,0.2283759084394752,,True,,,,2,35,7,
129,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,2,35,10,
130,RF,0.25,0.6383333333333334,1.0,0.24118342489575115,,True,,,,2,40,2,
131,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,True,,,,2,40,3,
132,RF,0.25,0.6383333333333333,1.0,0.28353424249403575,,True,,,,2,40,5,
133,RF,0.25,0.6433333333333333,1.0,0.26969118141558385,,True,,,,2,40,7,
134,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,2,40,10,
135,RF,0.25,0.565,1.0,0.27033415536249866,,True,,,,,20,2,
80,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,40,2,
137,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,,20,5,
138,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,,20,7,
139,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,,20,10,
140,RF,0.25,0.6383333333333333,1.0,0.28353424249403575,,True,,,,,25,2,
111,RF,0.25,0.63,1.0,0.2327134623427608,,True,,,,2,20,3,
136,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,,20,3,
109,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,40,10,
94,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,25,10,
108,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,40,7,
81,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,40,3,
82,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,5,40,5,
83,RF,0.2,0.565,1.0,0.2847464759317586,,True,,,,5,40,7,
84,RF,0.2,0.5316666666666666,1.0,0.24915969889923123,,True,,,,5,40,10,
85,RF,0.25,0.5599999999999999,1.0,0.25972207367791356,,True,,,,3,20,2,
86,RF,0.25,0.6183333333333334,1.0,0.25160043278535466,,True,,,,3,20,3,
88,RF,0.25,0.6183333333333334,1.0,0.25160043278535466,,True,,,,3,20,7,
89,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,3,20,10,
90,RF,0.25,0.63,1.0,0.2327134623427608,,True,,,,3,25,2,
91,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,25,3,
92,RF,0.25,0.5516666666666667,1.0,0.22894079778162932,,True,,,,3,25,5,
93,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,25,7,
87,RF,0.25,0.6183333333333334,1.0,0.25160043278535466,,True,,,,3,20,5,
95,RF,0.25,0.565,1.0,0.27033415536249866,,True,,,,3,30,2,
97,RF,0.25,0.5599999999999999,1.0,0.23442601296689655,,True,,,,3,30,5,
107,RF,0.25,0.58,1.0,0.2283759084394752,,True,,,,3,40,5,
106,RF,0.25,0.5850000000000001,1.0,0.2647273230241933,,True,,,,3,40,3,
105,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,3,40,2,
104,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,3,35,10,
103,RF,0.25,0.605,1.0,0.2574501030404835,,True,,,,3,35,7,
102,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,3,35,5,
100,RF,0.25,0.6100000000000001,1.0,0.24280765135299084,,True,,,,3,35,2,
99,RF,0.25,0.6183333333333334,1.0,0.2924465763177952,,True,,,,3,30,10,
98,RF,0.25,0.5933333333333334,1.0,0.2908034846191955,,True,,,,3,30,7,
101,RF,0.25,0.5850000000000001,1.0,0.2399594873214134,,True,,,,3,35,3,
96,RF,0.25,0.5399999999999999,1.0,0.23865363092891664,,True,,,,3,30,3,
386,SVM,0.25,0.5916666666666667,0.8,0.17228045610444487,50,,0.005,rbf,,,,,
387,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.001,linear,,,,,
375,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,1,linear,,,,,
377,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.5,linear,,,,,
379,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.1,linear,,,,,
392,SVM,0.25,0.5783333333333334,0.8,0.1998680120034775,50,,0.0001,rbf,,,,,
381,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.05,linear,,,,,
382,SVM,0.25,0.5216666666666667,0.8,0.1939430042277599,50,,0.05,rbf,,,,,
391,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.0001,linear,,,,,
443,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,1000,,0.0005,linear,,,,,
444,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,1000,,0.0005,rbf,,,,,
389,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.0005,linear,,,,,
383,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.01,linear,,,,,
385,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.005,linear,,,,,
372,SVM,0.25,0.5783333333333334,0.8,0.1998680120034775,10,,0.0005,rbf,,,,,
388,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,50,,0.001,rbf,,,,,
373,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.0001,linear,,,,,
365,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.01,linear,,,,,
371,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.0005,linear,,,,,
361,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.1,linear,,,,,
351,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,5,,0.001,linear,,,,,
352,SVM,0.25,0.5583333333333333,0.8,0.1862271611649481,5,,0.001,rbf,,,,,
353,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,5,,0.0005,linear,,,,,
445,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,1000,,0.0001,linear,,,,,
355,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,5,,0.0001,linear,,,,,
357,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,1,linear,,,,,
359,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.5,linear,,,,,
363,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.05,linear,,,,,
370,SVM,0.25,0.5983333333333334,0.8,0.21074602935497716,10,,0.001,rbf,,,,,
395,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,100,,0.5,linear,,,,,
364,SVM,0.25,0.5216666666666667,0.8,0.1939430042277599,10,,0.05,rbf,,,,,
349,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,5,,0.005,linear,,,,,
350,SVM,0.25,0.6366666666666667,0.8,0.18345450541089353,5,,0.005,rbf,,,,,
367,SVM,0.5,0.6700000000000002,0.8,0.10456258094238749,10,,0.005,linear,,,,,
368,SVM,0.25,0.6116666666666667,0.8,0.18334090893439164,10,,0.005,rbf,,,,,
