,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,learning_rate,max_depth,max_features,min_samples_split,n_estimators
398,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,0.1,rbf,,,,,
358,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,1,rbf,,,,,
22,AB,0.3333333333333333,0.5266666666666666,0.6666666666666666,0.1030641655582687,,,,,3,,,,200
326,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,,,
380,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,0.1,rbf,,,,,
342,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,,,
322,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,,,
378,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,0.5,rbf,,,,,
374,SVM,0.3333333333333333,0.4866666666666667,0.6666666666666666,0.10561986345169905,10,,0.0001,rbf,,,,,
344,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,,,
23,AB,0.25,0.5016666666666667,0.6666666666666666,0.13259168735465868,,,,,3,,,,250
288,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,,,
376,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,50,,1,rbf,,,,,
294,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.01,rbf,,,,,
396,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,0.5,rbf,,,,,
302,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.0001,rbf,,,,,
394,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,100,,1,rbf,,,,,
300,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.0005,rbf,,,,,
298,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.001,rbf,,,,,
362,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,0.1,rbf,,,,,
296,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.005,rbf,,,,,
412,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,1,rbf,,,,,
324,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,,,
414,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,0.5,rbf,,,,,
360,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,10,,0.5,rbf,,,,,
416,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,500,,0.1,rbf,,,,,
292,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.05,rbf,,,,,
290,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,,,
306,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,,,
318,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.0005,rbf,,,,,
338,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,1,,0.0001,rbf,,,,,
334,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,1,,0.001,rbf,,,,,
320,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.0001,rbf,,,,,
316,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.001,rbf,,,,,
336,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,1,,0.0005,rbf,,,,,
308,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,,,
304,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,,,
310,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.05,rbf,,,,,
