,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,criterion,gamma,kernel,learning_rate,max_depth,max_features,min_samples_split,n_estimators
924,RF,0.25,0.5183333333333333,0.75,0.1724738305431355,,True,gini,,,,2,20,3,
925,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,20,5,
3864,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,35,10,
906,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,90,15,
3863,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,entropy,,,,2,35,7,
905,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,90,10,
890,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,3,80,2,
891,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,80,3,
3820,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,100,10,
893,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,80,7,
894,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,80,10,
895,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,80,15,
896,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,80,20,
753,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,60,20,
3818,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,100,5,
752,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,60,15,
3816,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,entropy,,,,3,100,2,
901,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,3,90,2,
902,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,90,3,
903,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,90,5,
904,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,3,90,7,
849,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,40,7,
847,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,40,3,
927,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,2,20,10,
3853,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,30,10,
791,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,2,
792,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,3,
793,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,5,
794,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,7,
795,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,10,
796,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,15,
797,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,100,20,
798,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,gini,,,,5,100,25,
3851,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,2,30,5,
3850,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,30,3,
3849,RF,0.25,0.49833333333333335,0.75,0.1734374687187159,,False,entropy,,,,2,30,2,
802,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,3,20,2,
803,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,20,3,
804,RF,0.0,0.47333333333333333,0.75,0.21294235004912584,,True,gini,,,,3,20,5,
806,RF,0.25,0.49833333333333335,0.75,0.1734374687187159,,True,gini,,,,3,20,10,
3852,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,30,7,
3854,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,30,15,
808,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,20,20,
787,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,90,25,
771,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,80,5,
772,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,80,7,
773,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,80,10,
774,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,80,15,
775,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,80,20,
3860,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,35,2,
765,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,5,70,25,
764,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,70,20,
780,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,90,2,
781,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,5,90,3,
782,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,5,90,5,
783,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,90,7,
784,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,5,90,10,
785,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,5,90,15,
786,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,90,20,
807,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,3,20,15,
763,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,70,15,
846,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,40,2,
828,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,30,10,
830,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,3,30,20,
831,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,3,30,25,
832,RF,0.3333333333333333,0.5383333333333333,0.75,0.12694049349553077,,True,gini,,,,3,30,30,
3840,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,5,
3839,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,2,25,3,
835,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,3,35,2,
836,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,35,3,
837,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,35,5,
838,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,35,7,
839,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,35,10,
840,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,3,35,15,
841,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,3,35,20,
842,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,35,25,
3838,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,2,
762,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,70,10,
829,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,30,15,
827,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,30,7,
3846,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,entropy,,,,2,25,30,
826,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,30,5,
3845,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,25,
3844,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,20,
813,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,3,25,2,
814,RF,0.0,0.49333333333333335,0.75,0.2145020072426156,,True,gini,,,,3,25,3,
815,RF,0.0,0.49333333333333335,0.75,0.2145020072426156,,True,gini,,,,3,25,5,
816,RF,0.0,0.49333333333333335,0.75,0.2145020072426156,,True,gini,,,,3,25,7,
817,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,25,10,
818,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,3,25,15,
819,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,3,25,20,
820,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,3,25,25,
3843,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,15,
3842,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,10,
3841,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,25,7,
824,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,3,30,2,
825,RF,0.0,0.5183333333333333,0.75,0.2279680776873035,,True,gini,,,,3,30,3,
926,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,20,7,
928,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,20,15,
3763,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,50,5,
3871,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,40,2,
1034,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,100,3,
1035,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,100,5,
1036,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,100,7,
1037,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,100,10,
1038,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,2,100,15,
1039,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,100,20,
1040,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,gini,,,,2,100,25,
721,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,35,25,
720,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,35,20,
1044,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,20,2,
1045,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,,20,3,
1046,RF,0.3333333333333333,0.5516666666666666,0.75,0.12212243401148244,,True,gini,,,,,20,5,
1047,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,20,7,
1048,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,,20,10,
1049,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,,20,15,
1033,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,100,2,
1029,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,90,25,
3776,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,60,10,
1028,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,90,20,
1013,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,80,5,
1014,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,7,
1015,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,10,
1016,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,15,
1017,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,20,
725,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,40,2,
3785,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,70,5,
3784,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,70,3,
3783,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,70,2,
1022,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,90,2,
1023,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,90,3,
1024,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,90,5,
1025,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,gini,,,,2,90,7,
1026,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,90,10,
1027,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,90,15,
1050,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,,20,20,
3775,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,60,7,
1011,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,2,
719,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,35,15,
717,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,5,35,7,
716,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,5,35,5,
715,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,35,3,
1078,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,,35,3,
1079,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,35,5,
1080,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,35,7,
1081,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,,35,10,
1082,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,,35,15,
1083,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,35,20,
1084,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,,35,25,
714,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,5,35,2,
3765,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,50,10,
3764,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,3,50,7,
1088,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,40,2,
1089,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,40,3,
718,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,35,10,
1072,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,30,20,
3774,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,60,5,
1071,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,,30,15,
1055,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,25,2,
1056,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,True,gini,,,,,25,3,
1057,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,25,5,
1058,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,,25,7,
1059,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,,25,10,
1060,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,25,15,
1061,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,,25,20,
1062,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,,25,25,
3773,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,60,3,
3772,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,60,2,
1066,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,,30,2,
1067,RF,0.0,0.49333333333333335,0.75,0.2145020072426156,,True,gini,,,,,30,3,
1068,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,30,5,
1069,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,,30,7,
1070,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,,30,10,
1012,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,80,3,
3786,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,70,7,
929,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,20,20,
949,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,30,10,
951,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,30,20,
952,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,30,25,
743,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,25,
742,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,20,
741,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,50,15,
956,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,35,2,
957,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,35,3,
958,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,35,5,
959,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,35,7,
960,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,35,10,
961,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,35,15,
962,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,35,20,
740,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,50,10,
739,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,7,
738,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,5,
950,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,30,15,
948,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,30,7,
968,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,40,3,
947,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,30,5,
930,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,2,20,25,
3809,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,entropy,,,,3,90,10,
3865,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,2,35,15,
934,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,25,2,
935,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,2,25,3,
936,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,25,5,
937,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,2,25,7,
938,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,2,25,10,
939,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,25,15,
940,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,25,20,
941,RF,0.25,0.5066666666666666,0.75,0.154236470683457,,True,gini,,,,2,25,25,
3867,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,2,35,25,
3805,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,entropy,,,,3,90,2,
945,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,30,2,
946,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,2,30,3,
967,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,40,2,
969,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,40,5,
3787,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,3,70,10,
992,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,7,
994,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,15,
995,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,20,
731,RF,0.25,0.5183333333333333,0.75,0.1724738305431355,,True,gini,,,,5,40,20,
730,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,40,15,
729,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,40,10,
728,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,40,7,
1000,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,70,2,
1001,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,70,3,
1002,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,70,5,
1003,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,70,7,
1004,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,70,10,
1005,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,70,15,
1006,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,70,20,
727,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,40,5,
726,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,5,40,3,
993,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,10,
991,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,60,5,
970,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,40,7,
990,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,3,
971,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,40,10,
972,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,40,15,
973,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,40,20,
737,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,3,
736,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,50,2,
978,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,50,2,
979,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,50,3,
980,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,50,5,
981,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,2,50,7,
982,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,50,10,
983,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,2,50,15,
984,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,50,20,
985,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,50,25,
732,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,5,40,25,
989,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,2,60,2,
653,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,9,80,15,
1409,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,11,20,5,
651,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,9,80,7,
1836,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,2,
1829,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,50,10,
1830,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,50,15,
1831,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,50,20,
3512,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,9,40,10,
3511,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,9,40,7,
3510,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,9,40,5,
3509,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,9,40,3,
1837,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,3,
1886,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,100,20,
1838,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,5,
1839,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,7,
1840,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,3,60,10,
1841,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,entropy,,,,3,60,15,
1842,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,20,
1843,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,60,25,
3508,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,9,40,2,
1828,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,entropy,,,,3,50,7,
3513,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,9,40,15,
1826,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,50,3,
1825,RF,0.25,0.56,0.75,0.14224392195567911,,True,entropy,,,,3,50,2,
1808,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,3,35,15,
1809,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,35,20,
1810,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,3,35,25,
3520,RF,0.0,0.44000000000000006,0.75,0.20604745947367453,,False,entropy,,,,9,50,3,
3519,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,9,50,2,
1814,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,40,2,
1816,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,40,5,
1817,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,40,7,
1818,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,40,10,
1819,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,3,40,15,
1820,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,3,40,20,
1821,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,entropy,,,,3,40,25,
589,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,9,30,25,
588,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,9,30,20,
587,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,9,30,15,
586,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,9,30,10,
1847,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,70,2,
1848,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,3,70,3,
3500,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,9,35,7,
1869,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,3,90,2,
